ruleOrder,Setup.started,Setup.stopped,participant,lang,date,expName,psychopyVersion,OS,frameRate,hub,task,GNG_instructions.started,GNG_instructions.stopped,Practice_instructions.started,Practice_instructions.stopped,Fixation.started,Fixation.stopped,Practice.started,Practice.stopped,ITI.started,ITI.stopped,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,Food_item,Food_name,Category,Cat_name,Meat,Image_file0,Cond,Practice_image_file,Block_start_2.started,Block_start_2.stopped,Trial.started,Trial.stopped,responded,rt,resp_source,isGo,hit,miss,false_alarm,correct_rejection,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,trial_loop.ran,block_loop.thisRepN,block_loop.thisTrialN,block_loop.thisN,block_loop.thisIndex,block_loop.ran,Bye.started,Bye.stopped
,,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_10h52.40.007,GNG,2024.2.4,iPhone,58.82352941,https://run.pavlovia.org/LNS/hub/,GNG,,,,,,,,,88.747,89.181,,,,,,25,French fries,3,,,,1,,,,86.895,88.496,0,,none,1,0,1,0,0,54,0,54,0,1,,,,,,,
,,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_10h52.40.007,GNG,2024.2.4,iPhone,58.82352941,https://run.pavlovia.org/LNS/hub/,GNG,,,,,,,,,89.932,90.617,,,,,,9,Healthy cracker (Darvida),1,,,,1,,,,89.181,89.669,1,0.422,tap,1,1,0,0,0,55,0,55,0,1,,,,,,,
,,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_10h52.40.007,GNG,2024.2.4,iPhone,58.82352941,https://run.pavlovia.org/LNS/hub/,GNG,,,,,,,,,91.335,91.885,,,,,,28,Burger (vegetarian),3,,,,1,,,,90.617,91.074,1,0.391,tap,1,1,0,0,0,56,0,56,0,1,,,,,,,
,,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_10h52.40.007,GNG,2024.2.4,iPhone,58.82352941,https://run.pavlovia.org/LNS/hub/,GNG,,,,,,,,,92.57,93.003,,,,,,11,Crisps,2,,,,1,,,,91.885,92.307,1,0.355,tap,1,1,0,0,0,57,0,57,0,1,,,,,,,
,,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_10h52.40.007,GNG,2024.2.4,iPhone,58.82352941,https://run.pavlovia.org/LNS/hub/,GNG,,,,,,,,,93.688,94.106,,,,,,22,Pizza (vegetarian),3,,,,1,,,,93.004,93.424,1,0.353,tap,1,1,0,0,0,58,0,58,0,1,,,,,,,
,,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_10h52.40.007,GNG,2024.2.4,iPhone,58.82352941,https://run.pavlovia.org/LNS/hub/,GNG,,,,,,,,,94.874,95.457,,,,,,30,Onion rings,3,,,,1,,,,94.106,94.61,1,0.438,tap,1,1,0,0,0,59,0,59,0,1,,,,,,,
,,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_10h52.40.007,GNG,2024.2.4,iPhone,58.82352941,https://run.pavlovia.org/LNS/hub/,GNG,,,,,,,,,97.31,97.945,,,,,,59,Cheesecake,6,,,,0,,,,95.458,97.06,0,,none,0,0,0,0,1,60,0,60,0,1,,,,,,,
,,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_10h52.40.007,GNG,2024.2.4,iPhone,58.82352941,https://run.pavlovia.org/LNS/hub/,GNG,,,,,,,,,98.646,99.447,,,,,,25,French fries,3,,,,1,,,,97.945,98.382,1,0.37,tap,1,1,0,0,0,61,0,61,0,1,,,,,,,
,,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_10h52.40.007,GNG,2024.2.4,iPhone,58.82352941,https://run.pavlovia.org/LNS/hub/,GNG,,,,,,,,,101.3,102.017,,,,,,31,Croissant,4,,,,0,,,,99.447,101.049,0,,none,0,0,0,0,1,62,0,62,0,1,,,,,,,
,,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_10h52.40.007,GNG,2024.2.4,iPhone,58.82352941,https://run.pavlovia.org/LNS/hub/,GNG,,,,,,,,,103.87,104.504,,,,,,57,Fondant au chocolat,6,,,,0,,,,102.018,103.619,0,,none,0,0,0,0,1,63,0,63,0,1,,,,,,,
